e.emp_id,e.name,e.age,e.job_role,e.salary,e.join_date,e.department,d.loc
50,Eugene Moore,55,Developer,63399,2016-10-24,IT,San Francisco
51,David Benson,46,Consultant,126945,2010-09-24,IT,San Francisco
54,Zachary Nelson,50,Developer,48696,2000-03-16,IT,San Francisco
56,Melissa Boyer,33,Developer,111658,1995-09-29,IT,San Francisco
58,Erica Taylor,44,Analyst,126485,2016-09-22,IT,San Francisco
64,Lori Navarro,38,Manager,149585,1972-11-25,IT,San Francisco
66,Paul Mclean,26,Manager,125201,2004-03-25,IT,San Francisco
70,Brian Thomas,53,Consultant,66433,1996-02-13,IT,San Francisco
75,Willie Richards,42,Consultant,43598,2000-10-02,IT,San Francisco
80,William Bartlett,43,Engineer,54948,1993-03-10,IT,San Francisco
87,Scott Harris,36,Engineer,141412,1970-08-12,IT,San Francisco
90,Nicole Ross,57,Consultant,103052,1993-10-22,IT,San Francisco
94,Michelle Obrien,22,Developer,118335,2008-10-16,IT,San Francisco
105,Austin Morris,51,Developer,117401,2013-08-05,IT,San Francisco
110,Kiara Richardson,39,Consultant,84905,2023-05-01,IT,San Francisco
112,Christopher Cook,22,Analyst,78734,2007-02-27,IT,San Francisco
113,Michelle Robinson,43,Engineer,134442,2004-11-29,IT,San Francisco
119,Becky Cain,24,Manager,125504,2003-09-21,IT,San Francisco
120,Brian Green,34,Manager,78065,1984-02-19,IT,San Francisco
125,Kendra Palmer,33,Consultant,75135,1973-06-18,IT,San Francisco
138,Holly Moore,57,Developer,126643,1979-10-16,IT,San Francisco
148,Andrea Rodriguez,41,Analyst,65615,2000-05-19,IT,San Francisco
153,Robert Garcia,35,Developer,60323,1980-11-20,IT,San Francisco
156,Dawn Huffman,53,Developer,146905,2014-04-23,IT,San Francisco
157,Logan Jones,35,Developer,129034,2019-10-25,IT,San Francisco
160,Alexandra Roman,37,Manager,81495,1980-02-05,IT,San Francisco
169,Eric Flores,23,Consultant,125097,1971-09-08,IT,San Francisco
172,Claudia Williams,35,Analyst,48304,2018-06-18,IT,San Francisco
174,Terri Lamb,48,Manager,108548,2004-04-16,IT,San Francisco
183,Leonard Perkins,44,Manager,52555,2002-11-27,IT,San Francisco
190,Jill Byrd,60,Analyst,136660,2001-07-07,IT,San Francisco
193,Rachel Richards,26,Manager,83815,2012-07-13,IT,San Francisco
195,Crystal Thomas,31,Consultant,118651,2005-11-24,IT,San Francisco
206,Patricia Martinez,41,Consultant,46236,2017-05-28,IT,San Francisco
230,Amber Macdonald,55,Manager,136387,1977-05-09,IT,San Francisco
240,Andrea Henderson,53,Developer,85290,2019-07-09,IT,San Francisco
246,Deborah Thomas,27,Analyst,140333,2019-05-22,IT,San Francisco
248,Linda Sandoval,33,Consultant,98795,1972-05-18,IT,San Francisco
251,Billy Palmer,24,Manager,147273,1977-01-21,IT,San Francisco
258,Holly Wright,44,Developer,53492,2008-03-29,IT,San Francisco
265,Michael Figueroa,30,Developer,46541,1988-05-11,IT,San Francisco
270,Christopher Anderson,30,Developer,77466,2023-05-28,IT,San Francisco
271,Albert Thompson,50,Engineer,77234,1978-11-10,IT,San Francisco
274,Marie Norman,40,Developer,130029,1993-05-06,IT,San Francisco
292,Craig Mosley,60,Analyst,141383,1979-06-18,IT,San Francisco
295,Michael Perry,34,Engineer,97285,2001-02-19,IT,San Francisco
296,Holly Solis,46,Analyst,52293,1977-03-16,IT,San Francisco
298,Carol Potter,35,Manager,58708,1993-06-19,IT,San Francisco
299,Robin Adams,56,Analyst,104023,1981-10-01,IT,San Francisco
302,Amanda Mcguire,41,Developer,115028,2020-02-16,IT,San Francisco
304,Richard Lewis,54,Consultant,45829,2021-03-24,IT,San Francisco
312,Dana Nunez,39,Consultant,142894,2021-10-31,IT,San Francisco
314,William Hall,59,Developer,110779,2017-08-17,IT,San Francisco
315,Brian Gibson,46,Engineer,115123,1980-01-09,IT,San Francisco
316,Kim Harrison,54,Manager,72089,2021-05-29,IT,San Francisco
318,Michelle Brown,22,Developer,56391,1991-06-27,IT,San Francisco
321,Kylie Hood,27,Developer,61897,2021-11-28,IT,San Francisco
322,Brendan Turner,39,Analyst,83571,2007-02-16,IT,San Francisco
334,Johnathan Mcgee,43,Manager,62544,2005-05-30,IT,San Francisco
343,Valerie Gibbs,22,Developer,52978,1978-07-31,IT,San Francisco
344,Stacey Clark,55,Engineer,53232,1988-09-11,IT,San Francisco
352,Billy Harris,40,Engineer,55646,1979-04-03,IT,San Francisco
359,Martha Schultz,33,Consultant,89675,2021-05-03,IT,San Francisco
364,Amy Washington,56,Manager,90909,1982-10-26,IT,San Francisco
366,Todd Odonnell,37,Analyst,95885,2004-12-30,IT,San Francisco
372,Tanya Rodgers,41,Engineer,106314,1998-10-10,IT,San Francisco
375,Cynthia Proctor,51,Engineer,86125,1998-03-19,IT,San Francisco
377,Tracy Brown,23,Analyst,74629,1982-12-28,IT,San Francisco
379,Raymond Payne,47,Analyst,129016,2009-08-13,IT,San Francisco
385,Patrick Le,28,Consultant,111650,2009-01-06,IT,San Francisco
395,Danielle Williams,58,Engineer,143742,1983-04-01,IT,San Francisco
400,Denise Jones,28,Consultant,40607,1996-07-19,IT,San Francisco
409,Robin French,29,Manager,55811,1980-06-28,IT,San Francisco
412,Joel Davis,40,Manager,145758,1975-01-11,IT,San Francisco
428,Amanda Dougherty,57,Consultant,102413,2017-10-05,IT,San Francisco
429,Joshua Lopez,23,Analyst,43356,1987-04-07,IT,San Francisco
434,Mark Martin,36,Engineer,105417,1973-06-07,IT,San Francisco
437,Jasmine Edwards,51,Manager,87751,2023-12-15,IT,San Francisco
443,Christopher Hart,54,Consultant,45334,1988-12-30,IT,San Francisco
447,Susan Jones,46,Developer,120947,1976-08-23,IT,San Francisco
452,Tamara Simmons,28,Consultant,129280,1983-02-01,IT,San Francisco
455,Eric Garcia,47,Developer,108710,2021-11-30,IT,San Francisco
458,Benjamin Clark,52,Engineer,75927,2014-07-28,IT,San Francisco
459,Gary Lawson,32,Engineer,70969,1982-02-02,IT,San Francisco
460,Cindy Stein,54,Engineer,134702,2019-02-10,IT,San Francisco
464,Melissa Moore,54,Analyst,69260,1977-07-08,IT,San Francisco
471,Marc Lowe,44,Analyst,80976,2009-12-24,IT,San Francisco
481,Wendy Castillo,24,Engineer,65870,1990-04-02,IT,San Francisco
483,Brendan Lara,23,Manager,98656,2004-05-09,IT,San Francisco
489,Gina Green,59,Engineer,100962,1994-07-25,IT,San Francisco
491,Andrew Weaver,46,Engineer,52210,2016-05-13,IT,San Francisco
495,Brian Walker,33,Analyst,65073,1976-03-15,IT,San Francisco
499,Robert Manning,27,Manager,67078,1993-12-23,IT,San Francisco
503,Louis Lynch,52,Analyst,81525,1987-11-21,IT,San Francisco
504,Laura Archer,38,Consultant,126756,2020-09-08,IT,San Francisco
505,Brooke Powers,23,Manager,142828,2021-05-15,IT,San Francisco
506,Pam Perez,41,Engineer,127063,1986-08-21,IT,San Francisco
510,Jordan Smith,50,Consultant,84832,2001-08-16,IT,San Francisco
512,Marcus Gutierrez,43,Analyst,113092,1997-10-11,IT,San Francisco
527,James Hammond,38,Analyst,43256,1998-09-26,IT,San Francisco
528,Heather Sutton,34,Consultant,132906,1973-08-13,IT,San Francisco
534,John Rosales,52,Manager,83264,2002-08-28,IT,San Francisco
538,Tony Patterson,31,Developer,60825,1971-02-09,IT,San Francisco
543,Mrs. Jennifer Blackwell,51,Developer,68601,2021-08-05,IT,San Francisco
544,Mary Evans,48,Consultant,108717,1995-03-15,IT,San Francisco
549,Catherine Guerra,57,Manager,51055,2011-02-24,IT,San Francisco
552,Brian Luna,25,Engineer,145303,1977-08-19,IT,San Francisco
558,Thomas Costa,33,Engineer,126039,2016-12-29,IT,San Francisco
563,Alan Bartlett,37,Manager,119269,1970-02-08,IT,San Francisco
567,Allen Miller,28,Analyst,41491,1993-04-23,IT,San Francisco
569,Corey Rios,41,Consultant,47715,2021-08-13,IT,San Francisco
576,Rebecca Martinez,34,Developer,79443,1971-08-17,IT,San Francisco
579,Stacy Browning,24,Engineer,92036,1979-10-24,IT,San Francisco
581,Sandra Washington,55,Consultant,63207,1977-10-08,IT,San Francisco
583,Brian Scott,31,Developer,76032,1987-02-24,IT,San Francisco
588,Sheryl Morgan,59,Analyst,102382,2014-11-13,IT,San Francisco
594,Madison Brown,24,Manager,94599,2023-10-04,IT,San Francisco
599,Melissa Smith,59,Consultant,91623,2005-10-20,IT,San Francisco
601,Jason Livingston,33,Engineer,130000,2010-01-14,IT,San Francisco
620,Curtis Holt,56,Analyst,87763,1992-01-23,IT,San Francisco
626,Timothy Figueroa,44,Consultant,81814,1988-07-04,IT,San Francisco
635,Douglas Stuart,23,Engineer,52469,2015-05-04,IT,San Francisco
636,Scott Harrison,34,Engineer,74859,2021-09-23,IT,San Francisco
640,Daniel Gomez,30,Engineer,91556,1981-05-18,IT,San Francisco
649,Henry Ryan,37,Manager,52522,1995-07-12,IT,San Francisco
652,Mr. Ryan Carter,27,Analyst,82007,2007-10-11,IT,San Francisco
660,Reginald Brown,35,Engineer,102312,1991-03-12,IT,San Francisco
678,Ann Ortiz,54,Analyst,68726,2007-02-15,IT,San Francisco
680,Antonio Brown,22,Developer,148214,1980-11-26,IT,San Francisco
682,Teresa Mccoy,36,Engineer,129666,1987-11-17,IT,San Francisco
684,Bobby Franklin,42,Engineer,128325,2009-11-03,IT,San Francisco
694,Rachael Schwartz,39,Consultant,43942,2018-05-23,IT,San Francisco
697,Henry Francis,22,Consultant,58176,2005-07-19,IT,San Francisco
699,Philip Christian,37,Analyst,142581,1996-03-26,IT,San Francisco
707,Robert Pollard,48,Manager,126945,2001-07-08,IT,San Francisco
715,Samantha Christensen,36,Developer,137305,2011-12-14,IT,San Francisco
719,Andrew Bell,33,Developer,79203,2001-02-08,IT,San Francisco
722,David Johnson,31,Manager,127749,2014-09-27,IT,San Francisco
738,Todd Vang,39,Engineer,120807,1980-10-24,IT,San Francisco
739,Cindy Rodriguez MD,53,Consultant,99923,1982-06-16,IT,San Francisco
743,Anthony Estrada Jr.,60,Engineer,134662,1982-06-13,IT,San Francisco
747,Michelle Allen,53,Consultant,71252,1999-09-14,IT,San Francisco
748,Jennifer Gibbs,27,Consultant,44851,1984-02-14,IT,San Francisco
751,Sandra Murphy,35,Manager,144385,1995-07-15,IT,San Francisco
755,Matthew Clarke,56,Manager,95635,1989-11-03,IT,San Francisco
765,Michele Palmer,37,Consultant,142786,2002-09-04,IT,San Francisco
776,Mary Castro,46,Developer,50138,1997-05-13,IT,San Francisco
777,Shelley Burton,41,Analyst,146210,2011-06-03,IT,San Francisco
779,Nicole Lane,35,Analyst,85224,1998-06-16,IT,San Francisco
785,Nicole Burton,25,Engineer,40047,1999-03-19,IT,San Francisco
787,Kimberly Jones,46,Consultant,49455,1996-12-15,IT,San Francisco
789,Valerie Moreno,30,Engineer,84831,2014-07-30,IT,San Francisco
790,Corey Lee,60,Manager,127927,2011-03-14,IT,San Francisco
791,Amy Randolph,23,Manager,116887,1998-04-09,IT,San Francisco
792,Timothy Hunt,45,Manager,77656,2009-03-21,IT,San Francisco
810,Melissa Johnson,31,Engineer,111003,1986-01-09,IT,San Francisco
816,Christina Hansen,37,Developer,42680,2002-09-10,IT,San Francisco
817,Dana Chan,37,Engineer,113501,1980-12-28,IT,San Francisco
822,Allison Day,53,Manager,47980,2004-10-22,IT,San Francisco
827,Kellie Walters,45,Manager,107589,1991-05-02,IT,San Francisco
839,Melissa Norris,24,Developer,90586,1974-11-10,IT,San Francisco
846,James Kirk,43,Consultant,128644,1979-02-15,IT,San Francisco
855,Melinda Morgan,55,Analyst,99770,1994-05-19,IT,San Francisco
856,Yvonne Baker,28,Analyst,49464,1992-05-28,IT,San Francisco
866,Sandra Werner,57,Consultant,87946,1983-04-10,IT,San Francisco
875,Danielle Cole,57,Developer,149718,2007-04-11,IT,San Francisco
882,David Dickerson,51,Consultant,49773,1986-09-11,IT,San Francisco
886,James Huynh,30,Manager,76137,1981-10-08,IT,San Francisco
895,Tim Mcguire,44,Developer,147927,1986-04-08,IT,San Francisco
900,Katherine Fernandez,40,Analyst,148473,1979-04-21,IT,San Francisco
904,Dominique Stone,55,Analyst,107269,1985-09-03,IT,San Francisco
905,Edward Freeman,60,Analyst,80724,1991-07-18,IT,San Francisco
906,Brianna Hughes,34,Consultant,43695,1999-06-27,IT,San Francisco
916,Jacob Rodriguez,28,Engineer,40170,1977-11-19,IT,San Francisco
917,Todd Sparks,47,Consultant,81608,1970-06-25,IT,San Francisco
922,David Henderson,31,Engineer,124786,2022-12-15,IT,San Francisco
933,Virginia Hendrix,24,Engineer,115038,2000-09-17,IT,San Francisco
938,Nicholas Huang,40,Consultant,146906,1988-04-16,IT,San Francisco
943,Christopher Robinson,29,Manager,57157,2007-10-20,IT,San Francisco
944,Beth Frey,49,Developer,97292,1988-04-20,IT,San Francisco
945,Stephanie Gillespie,54,Consultant,118756,2020-01-26,IT,San Francisco
950,Ashlee David,28,Analyst,109904,1972-11-18,IT,San Francisco
954,Jacqueline Lee,42,Consultant,69710,2009-06-05,IT,San Francisco
958,Angela James,30,Engineer,145327,1970-07-25,IT,San Francisco
962,Andrea Richards,29,Manager,147544,1994-03-13,IT,San Francisco
963,Marissa Bradley,26,Analyst,107252,1983-10-16,IT,San Francisco
970,Jessica Jones,49,Engineer,113158,1976-06-28,IT,San Francisco
987,Deborah Browning,41,Analyst,64944,1985-11-27,IT,San Francisco
989,Alex Hernandez,55,Engineer,73212,1983-02-25,IT,San Francisco
3,Ricky Rogers,59,Developer,81006,1991-12-30,Marketing,Los Angeles
14,Ryan Wood,60,Analyst,140456,1976-02-10,Marketing,Los Angeles
15,Gary Davis,23,Consultant,70837,1973-03-07,Marketing,Los Angeles
17,Kiara Walsh,48,Analyst,60968,1990-03-05,Marketing,Los Angeles
21,Sonya Allen MD,30,Analyst,142665,2016-07-30,Marketing,Los Angeles
22,Timothy Cox,54,Analyst,124583,1979-03-27,Marketing,Los Angeles
27,Jennifer Fuller,33,Manager,84883,2008-09-20,Marketing,Los Angeles
28,James Sherman,25,Analyst,120389,1991-12-28,Marketing,Los Angeles
29,Amber Silva,50,Engineer,102322,1988-01-13,Marketing,Los Angeles
31,Andrea Randall,60,Analyst,125146,2001-09-06,Marketing,Los Angeles
43,Julie Blankenship,51,Manager,99205,1980-03-07,Marketing,Los Angeles
44,Dylan Dominguez,37,Consultant,104031,2019-09-13,Marketing,Los Angeles
46,Brenda Taylor,59,Consultant,80089,1997-03-20,Marketing,Los Angeles
79,Gregory Dean,30,Engineer,96970,2004-01-30,Marketing,Los Angeles
84,Meredith Jones,52,Developer,79729,1993-12-19,Marketing,Los Angeles
95,Joel Vincent,48,Manager,80539,1974-11-04,Marketing,Los Angeles
99,Catherine Sullivan,54,Manager,136438,1984-09-07,Marketing,Los Angeles
102,Anthony Barton,56,Developer,51640,2009-01-24,Marketing,Los Angeles
103,Jeffery Martin,36,Analyst,114972,2020-06-18,Marketing,Los Angeles
104,Kevin Mercer,60,Consultant,134344,1978-03-19,Marketing,Los Angeles
108,Jill English,46,Analyst,58928,2004-11-19,Marketing,Los Angeles
123,Karen Coffey,42,Manager,140328,2012-05-01,Marketing,Los Angeles
136,Matthew Hanson,26,Manager,128369,1981-01-23,Marketing,Los Angeles
144,Julie Brooks,28,Consultant,51512,1973-11-14,Marketing,Los Angeles
146,Michael White,26,Manager,112550,1978-09-12,Marketing,Los Angeles
150,Kimberly Campbell,42,Developer,56693,2016-02-09,Marketing,Los Angeles
151,Lorraine Garcia,26,Developer,122474,2000-03-05,Marketing,Los Angeles
162,Peggy Meyer,22,Consultant,58835,1994-04-13,Marketing,Los Angeles
175,Kathryn Peterson,58,Manager,66279,2002-06-25,Marketing,Los Angeles
177,Sydney Baker,34,Analyst,65443,1997-04-25,Marketing,Los Angeles
178,Melanie Schaefer,53,Analyst,76656,1970-09-05,Marketing,Los Angeles
180,Christy Jones,57,Engineer,49332,2014-02-11,Marketing,Los Angeles
181,Cody Ross,58,Engineer,88863,1981-05-06,Marketing,Los Angeles
185,Bradley Mullins,50,Analyst,94361,1986-05-19,Marketing,Los Angeles
188,Brenda Wilson,31,Engineer,55408,2004-09-10,Marketing,Los Angeles
196,Samuel Johnson,23,Analyst,40668,2024-12-13,Marketing,Los Angeles
199,Caroline Young,37,Consultant,42010,1987-12-09,Marketing,Los Angeles
200,Lance Williams,39,Analyst,79789,2004-11-24,Marketing,Los Angeles
201,Robert Ramirez,46,Engineer,71987,2014-02-12,Marketing,Los Angeles
205,John Schneider,25,Engineer,88925,1993-06-27,Marketing,Los Angeles
217,Kelly Wyatt,32,Analyst,102671,2005-10-16,Marketing,Los Angeles
220,Jennifer Garcia,47,Manager,102402,1990-10-29,Marketing,Los Angeles
221,Richard White,60,Manager,97611,2009-06-14,Marketing,Los Angeles
232,Sara Mcguire,32,Developer,113674,2012-03-05,Marketing,Los Angeles
244,Melinda Ruiz,33,Analyst,58744,2006-10-08,Marketing,Los Angeles
252,Tyler Brown,34,Engineer,55047,1994-12-19,Marketing,Los Angeles
256,Richard Martin,24,Manager,95638,2007-02-08,Marketing,Los Angeles
261,Jill Moyer,56,Consultant,110526,1984-06-19,Marketing,Los Angeles
269,Lisa Franklin,59,Analyst,134016,1999-10-03,Marketing,Los Angeles
272,Frank Martin,38,Consultant,148027,2024-02-18,Marketing,Los Angeles
273,Stephanie Pierce,40,Consultant,106981,1978-07-11,Marketing,Los Angeles
275,Marvin Dixon,29,Analyst,96593,1973-04-14,Marketing,Los Angeles
277,Brian Gray,49,Analyst,60372,1992-09-09,Marketing,Los Angeles
278,Victor Weeks,41,Manager,104484,2013-10-20,Marketing,Los Angeles
283,Michael Jackson,50,Developer,134125,2010-07-06,Marketing,Los Angeles
288,Alyssa Young,23,Consultant,132011,1982-05-14,Marketing,Los Angeles
290,Diana Gray,30,Engineer,73472,1997-07-30,Marketing,Los Angeles
297,Jesus Charles,23,Consultant,57599,1997-07-11,Marketing,Los Angeles
305,Chris Jones,44,Analyst,98172,1991-07-05,Marketing,Los Angeles
310,Jose Walls,55,Engineer,68908,1989-08-13,Marketing,Los Angeles
317,Tracy Mitchell,29,Developer,142159,1988-06-30,Marketing,Los Angeles
320,Travis Allen,59,Manager,86128,1982-12-11,Marketing,Los Angeles
323,Cassandra Arnold,26,Engineer,103874,1996-09-15,Marketing,Los Angeles
326,Katelyn Faulkner,53,Developer,48928,2003-01-26,Marketing,Los Angeles
331,Mary Turner,59,Engineer,56580,2001-02-10,Marketing,Los Angeles
332,Jeffery Foley,52,Consultant,118983,1994-06-02,Marketing,Los Angeles
335,Ian Nguyen,55,Analyst,69220,1977-11-17,Marketing,Los Angeles
340,James Stevens,26,Consultant,146917,2007-07-31,Marketing,Los Angeles
346,Douglas Mckenzie,48,Analyst,107675,1983-12-10,Marketing,Los Angeles
357,Misty Anderson,41,Manager,124207,2009-07-03,Marketing,Los Angeles
358,Troy Fuller,23,Engineer,85299,1984-06-18,Marketing,Los Angeles
367,Amanda Clark,44,Engineer,97212,1985-12-18,Marketing,Los Angeles
371,Sherry Johnston,27,Consultant,140447,1995-04-22,Marketing,Los Angeles
376,Jeff Welch,34,Analyst,55132,2017-07-17,Marketing,Los Angeles
380,Ronald Berry,28,Analyst,120047,2016-01-24,Marketing,Los Angeles
384,Vanessa Stewart,29,Consultant,127447,2008-07-02,Marketing,Los Angeles
388,John Alvarado,51,Engineer,149507,2011-07-19,Marketing,Los Angeles
396,Drew Cruz,22,Developer,62384,1993-02-05,Marketing,Los Angeles
397,Lisa Carter,48,Manager,45359,2014-07-28,Marketing,Los Angeles
408,April Taylor,42,Developer,62503,1985-09-29,Marketing,Los Angeles
417,Benjamin Townsend,26,Consultant,47600,2003-12-19,Marketing,Los Angeles
439,Danielle Brown,49,Manager,113094,2022-01-08,Marketing,Los Angeles
444,Natalie Young,56,Developer,133653,1981-07-03,Marketing,Los Angeles
450,Darren Watson,38,Consultant,42707,2011-11-11,Marketing,Los Angeles
451,Christine Arnold,38,Developer,72000,2019-06-15,Marketing,Los Angeles
457,Stephanie Richardson,25,Developer,96426,2006-10-01,Marketing,Los Angeles
462,Angela Simmons,53,Analyst,48974,1997-12-24,Marketing,Los Angeles
466,Gail Velasquez MD,60,Consultant,72307,2022-03-20,Marketing,Los Angeles
467,Matthew Smith,32,Manager,46907,2009-03-06,Marketing,Los Angeles
472,Michelle Smith,43,Analyst,123857,1995-11-04,Marketing,Los Angeles
474,Jason Smith,22,Engineer,149100,2019-01-28,Marketing,Los Angeles
475,Mark Green,30,Engineer,113501,2016-09-01,Marketing,Los Angeles
482,David Roberts III,58,Consultant,96251,2015-08-02,Marketing,Los Angeles
484,Karen Lewis,56,Developer,52370,1988-01-20,Marketing,Los Angeles
485,Lori Lang,36,Engineer,77427,1981-06-24,Marketing,Los Angeles
486,Benjamin Bryant,31,Developer,81921,2022-12-23,Marketing,Los Angeles
490,Nancy Jackson,44,Developer,61476,1970-01-31,Marketing,Los Angeles
498,Timothy Manning,29,Manager,53998,1974-07-07,Marketing,Los Angeles
500,Ryan Lopez,40,Manager,88642,2013-05-12,Marketing,Los Angeles
508,James Black,49,Engineer,60736,1998-11-23,Marketing,Los Angeles
511,Sherri Wilson,56,Engineer,78070,1994-11-12,Marketing,Los Angeles
520,Anthony Weaver,58,Manager,46592,1996-11-16,Marketing,Los Angeles
521,Larry Sanchez,45,Engineer,126908,1989-10-15,Marketing,Los Angeles
526,Michelle Bryant,32,Consultant,58881,2012-10-30,Marketing,Los Angeles
530,Laura Phillips,46,Developer,98004,2022-03-06,Marketing,Los Angeles
533,Loretta Espinoza,34,Manager,100209,1977-10-27,Marketing,Los Angeles
542,Michele Butler,30,Engineer,130495,2020-04-10,Marketing,Los Angeles
546,Dr. Matthew Harris,41,Analyst,97946,1979-04-12,Marketing,Los Angeles
548,Ashley Crawford,60,Engineer,103311,1982-02-27,Marketing,Los Angeles
555,Lauren Webb,49,Manager,104638,1970-04-06,Marketing,Los Angeles
566,Paul Fernandez,39,Engineer,139401,2011-01-28,Marketing,Los Angeles
568,Patrick Evans,53,Manager,59195,2010-08-07,Marketing,Los Angeles
590,Cheyenne Martin,60,Engineer,76713,2003-11-29,Marketing,Los Angeles
598,Lisa Cobb,52,Consultant,87226,1995-11-17,Marketing,Los Angeles
600,Charles Melton,44,Developer,140513,1972-11-29,Marketing,Los Angeles
610,Carolyn Choi,54,Consultant,132754,2005-08-23,Marketing,Los Angeles
612,Barbara Knox,50,Engineer,41987,1980-04-02,Marketing,Los Angeles
619,Alexander Hughes,22,Engineer,134208,1983-01-17,Marketing,Los Angeles
621,Christina Murphy,48,Engineer,102648,2018-12-12,Marketing,Los Angeles
622,Jamie Wilson,39,Engineer,92920,1994-06-07,Marketing,Los Angeles
623,Nathan Booker,34,Developer,90504,1990-02-22,Marketing,Los Angeles
625,Michele Soto,37,Analyst,119093,1990-06-28,Marketing,Los Angeles
627,Jessica Rasmussen,25,Analyst,138674,1990-09-07,Marketing,Los Angeles
629,Jasmine Brown,27,Developer,123673,2018-12-18,Marketing,Los Angeles
633,Nathaniel Chaney,35,Consultant,86314,1976-06-25,Marketing,Los Angeles
634,Amber Bass,28,Developer,95143,2003-05-07,Marketing,Los Angeles
646,Sean Lambert,33,Developer,92464,1978-11-14,Marketing,Los Angeles
648,Michael Hardy,29,Developer,108100,1981-10-02,Marketing,Los Angeles
650,Megan Fields,46,Analyst,86811,1973-07-16,Marketing,Los Angeles
655,Raymond Foster,59,Analyst,125916,2021-11-22,Marketing,Los Angeles
657,Dr. Elijah Oconnor,29,Analyst,60697,1970-10-21,Marketing,Los Angeles
658,Hannah Alexander,57,Analyst,118248,2022-08-31,Marketing,Los Angeles
659,Jennifer Roberts,55,Engineer,65770,2009-09-08,Marketing,Los Angeles
666,Joshua Daniels,53,Developer,110533,2002-11-09,Marketing,Los Angeles
670,Tina Perez,27,Developer,115453,2021-03-20,Marketing,Los Angeles
676,Mario Ponce,24,Consultant,108421,1980-02-01,Marketing,Los Angeles
683,Roy Johnston,30,Developer,50057,2001-11-01,Marketing,Los Angeles
685,Charles Harris,47,Developer,139554,2014-11-30,Marketing,Los Angeles
690,Nicholas Brown,39,Analyst,79302,2015-08-25,Marketing,Los Angeles
696,Mrs. Julia Gordon,52,Developer,77966,1991-02-10,Marketing,Los Angeles
702,Jared Martin,57,Analyst,130346,2014-04-02,Marketing,Los Angeles
704,Troy Perez,54,Developer,66406,1980-03-31,Marketing,Los Angeles
706,Kenneth Hanson,47,Consultant,64643,2001-06-30,Marketing,Los Angeles
709,Luke Walker,47,Analyst,54829,2024-09-28,Marketing,Los Angeles
713,Miss Dawn Fox,47,Consultant,92416,2015-10-19,Marketing,Los Angeles
716,Jonathan Rodriguez,41,Consultant,103244,1991-11-03,Marketing,Los Angeles
720,Leslie Walters,56,Manager,91734,2006-10-16,Marketing,Los Angeles
721,William Cooper,30,Developer,47054,1985-10-29,Marketing,Los Angeles
724,Leslie Lee,24,Developer,91672,1983-12-08,Marketing,Los Angeles
726,Lori Ellis,25,Analyst,94570,1975-12-31,Marketing,Los Angeles
728,Brian Clarke,47,Manager,96132,1977-05-01,Marketing,Los Angeles
729,Heather Weber,41,Analyst,65790,1973-01-12,Marketing,Los Angeles
733,Geoffrey Vincent,29,Developer,146162,1970-06-22,Marketing,Los Angeles
735,Lauren Moore,31,Analyst,110724,1994-05-13,Marketing,Los Angeles
740,Donna Johnson,41,Consultant,85054,1988-09-13,Marketing,Los Angeles
746,Christopher Hudson,48,Developer,110749,2014-12-11,Marketing,Los Angeles
749,Nicholas Johnson,30,Manager,147239,1980-05-14,Marketing,Los Angeles
758,Faith Scott MD,59,Consultant,70794,2001-06-16,Marketing,Los Angeles
761,Elizabeth Bailey,43,Engineer,54222,2000-11-06,Marketing,Los Angeles
766,Nicole Mullins,54,Engineer,68219,1999-11-27,Marketing,Los Angeles
771,Alexandra Lester,58,Manager,75343,1998-08-19,Marketing,Los Angeles
775,Dr. Jessica Taylor PhD,26,Consultant,47091,2023-03-17,Marketing,Los Angeles
781,Brian Moore,57,Developer,54816,1973-08-04,Marketing,Los Angeles
782,Erin Hoffman,30,Engineer,45987,1987-04-17,Marketing,Los Angeles
784,John Barnes,30,Manager,109324,1985-06-20,Marketing,Los Angeles
786,Gabriel Hamilton,49,Manager,79682,2024-05-23,Marketing,Los Angeles
794,Deanna Ross,45,Analyst,100759,1998-05-11,Marketing,Los Angeles
812,Lisa Flores,22,Engineer,140120,1970-07-06,Marketing,Los Angeles
818,Daisy Scott,48,Engineer,79422,1974-08-14,Marketing,Los Angeles
821,Stacey Wright,30,Consultant,138465,2017-12-19,Marketing,Los Angeles
824,Mark Hughes,29,Manager,122797,2016-02-13,Marketing,Los Angeles
826,Megan Shaw,42,Manager,127873,2007-10-31,Marketing,Los Angeles
829,Kevin Grant,44,Analyst,143312,1973-09-29,Marketing,Los Angeles
830,Michelle Sparks,33,Developer,47229,1974-03-05,Marketing,Los Angeles
835,Catherine Tate,49,Analyst,47941,1974-04-25,Marketing,Los Angeles
850,Jennifer White,55,Consultant,126663,2013-05-21,Marketing,Los Angeles
851,Brian Martinez,52,Consultant,62852,2006-08-14,Marketing,Los Angeles
852,Jennifer Maynard,55,Developer,110795,2022-07-14,Marketing,Los Angeles
859,Benjamin Compton,48,Developer,53958,2009-03-11,Marketing,Los Angeles
864,Brian Wallace PhD,58,Analyst,68189,2023-08-12,Marketing,Los Angeles
868,Anthony Bowman,55,Developer,123383,1986-09-24,Marketing,Los Angeles
869,Madison Bird,59,Developer,137444,1973-04-12,Marketing,Los Angeles
876,John Richards,54,Consultant,139782,2016-10-10,Marketing,Los Angeles
