e.emp_id,e.name,e.salary,e.department,salary_rank
201,Robert Ramirez,71987,Marketing,141
15,Gary Davis,70837,Marketing,142
758,Faith Scott MD,70794,Marketing,143
335,Ian Nguyen,69220,Marketing,144
310,Jose Walls,68908,Marketing,145
766,Nicole Mullins,68219,Marketing,146
864,Brian Wallace PhD,68189,Marketing,147
704,Troy Perez,66406,Marketing,148
175,Kathryn Peterson,66279,Marketing,149
729,Heather Weber,65790,Marketing,150
659,Jennifer Roberts,65770,Marketing,151
177,Sydney Baker,65443,Marketing,152
706,Kenneth Hanson,64643,Marketing,153
851,Brian Martinez,62852,Marketing,154
408,April Taylor,62503,Marketing,155
396,Drew Cruz,62384,Marketing,156
490,Nancy Jackson,61476,Marketing,157
17,Kiara Walsh,60968,Marketing,158
508,James Black,60736,Marketing,159
657,Dr. Elijah Oconnor,60697,Marketing,160
277,Brian Gray,60372,Marketing,161
568,Patrick Evans,59195,Marketing,162
108,Jill English,58928,Marketing,163
526,Michelle Bryant,58881,Marketing,164
162,Peggy Meyer,58835,Marketing,165
244,Melinda Ruiz,58744,Marketing,166
297,Jesus Charles,57599,Marketing,167
150,Kimberly Campbell,56693,Marketing,168
331,Mary Turner,56580,Marketing,169
988,Anthony Schroeder,55703,Marketing,170
941,Samantha Hebert,55701,Marketing,171
188,Brenda Wilson,55408,Marketing,172
376,Jeff Welch,55132,Marketing,173
252,Tyler Brown,55047,Marketing,174
709,Luke Walker,54829,Marketing,175
781,Brian Moore,54816,Marketing,176
761,Elizabeth Bailey,54222,Marketing,177
498,Timothy Manning,53998,Marketing,178
859,Benjamin Compton,53958,Marketing,179
484,Karen Lewis,52370,Marketing,180
102,Anthony Barton,51640,Marketing,181
144,Julie Brooks,51512,Marketing,182
683,Roy Johnston,50057,Marketing,183
180,Christy Jones,49332,Marketing,184
462,Angela Simmons,48974,Marketing,185
326,Katelyn Faulkner,48928,Marketing,186
897,Mark Johnson,48339,Marketing,187
835,Catherine Tate,47941,Marketing,188
417,Benjamin Townsend,47600,Marketing,189
830,Michelle Sparks,47229,Marketing,190
775,Dr. Jessica Taylor PhD,47091,Marketing,191
968,Jeffrey Benjamin,47064,Marketing,192
721,William Cooper,47054,Marketing,193
467,Matthew Smith,46907,Marketing,194
520,Anthony Weaver,46592,Marketing,195
782,Erin Hoffman,45987,Marketing,196
397,Lisa Carter,45359,Marketing,197
928,David Mueller,42820,Marketing,198
450,Darren Watson,42707,Marketing,199
199,Caroline Young,42010,Marketing,200
612,Barbara Knox,41987,Marketing,201
196,Samuel Johnson,40668,Marketing,202
432,Rebecca Ponce,149051,Operations,1
795,Bradley Williams,147898,Operations,2
823,Michael Edwards,147810,Operations,3
381,Tracy Phillips,147414,Operations,4
872,Eric Davis,147073,Operations,5
420,Robert Gomez,146838,Operations,6
242,Donald Lee,145495,Operations,7
525,Ian Martinez,145229,Operations,8
382,Martha Hunter,144919,Operations,9
925,Melanie Craig,144365,Operations,10
703,Lisa Church,144292,Operations,11
189,Kristin Mercer,144230,Operations,12
262,Donald Andrade,144159,Operations,13
338,April Galloway,143671,Operations,14
912,Antonio Santos,143461,Operations,15
541,Carrie Buck,143004,Operations,16
166,Melissa Smith,140341,Operations,17
494,Sheila Rivera,140203,Operations,18
858,Alexis Wolfe,139992,Operations,19
42,Lynn Bruce,139639,Operations,20
57,Regina Hudson,139588,Operations,21
946,Sara Nichols,138632,Operations,22
390,Christina Bell,138624,Operations,23
436,Dawn Wood,138022,Operations,24
535,Marco Kennedy,137861,Operations,25
884,David Mason,137379,Operations,26
142,Laura Johnson,136346,Operations,27
8,Tanya King,135356,Operations,28
732,Francisco Munoz,135332,Operations,29
742,Anthony Gilbert,135199,Operations,30
294,Brandon Roberts,134031,Operations,31
772,Anthony Smith,133571,Operations,32
479,Kayla Costa,131944,Operations,33
161,Linda Wilson,131052,Operations,34
953,Kevin Walters,130651,Operations,35
885,Jane Jackson,130421,Operations,36
615,Katelyn Robinson,130098,Operations,37
134,Michael Rivers,129925,Operations,38
614,Diane Cox,129806,Operations,39
448,Evelyn Adkins,129365,Operations,40
118,Tonya Martin,129267,Operations,41
286,Tiffany Stevens,128166,Operations,42
198,Susan Crawford,127468,Operations,43
203,Calvin Barnes,127423,Operations,44
281,Joseph Davis,126722,Operations,45
492,Danielle Patterson,126677,Operations,46
604,Kevin Anderson,126135,Operations,47
759,Mary Wilson,125490,Operations,48
831,Jennifer Stafford,125411,Operations,49
845,Linda Moore,122547,Operations,50
805,Susan Carroll,122355,Operations,51
948,Michelle Combs,122157,Operations,52
637,Jodi Gill,121633,Operations,53
111,Michelle Hernandez,119800,Operations,54
257,Elizabeth Harrison,119283,Operations,55
83,Kaitlyn Stewart,118861,Operations,56
446,Frank Adams,118602,Operations,57
914,Bryan Mitchell,118053,Operations,58
797,David Byrd,116954,Operations,59
522,Daniel Beck,116225,Operations,60
422,William Smith,115367,Operations,61
194,Patrick Wells,115258,Operations,62
202,Aaron Bryant,115019,Operations,63
473,Christy Salazar,114936,Operations,64
392,William Walsh,114790,Operations,65
691,Brandon Smith,114316,Operations,66
865,Thomas Fisher,114202,Operations,67
341,Dr. Craig Lee,113440,Operations,68
115,Melanie Walker,113224,Operations,69
264,Kevin Nicholson,112676,Operations,70
25,Karen Williams,112567,Operations,71
778,Samantha Johnson,112547,Operations,72
531,Kelly Fischer,112186,Operations,73
553,Mary Adams,111718,Operations,74
873,Samuel Nicholson DDS,111423,Operations,75
814,Kerri Coleman,110322,Operations,76
12,Candice Smith,110120,Operations,77
411,George Raymond,109566,Operations,78
838,Kimberly Burke,108904,Operations,79
689,Randy Graham,108290,Operations,80
32,Jason Obrien,107650,Operations,81
901,Melissa Garcia,106878,Operations,82
308,Robert Pena,106397,Operations,83
820,Adam Gay,106328,Operations,84
67,Ashley Howell,106326,Operations,85
431,Ricardo Allen,105940,Operations,86
844,Jessica Simmons,105733,Operations,87
667,Amanda Anderson,105196,Operations,88
229,Edwin Miller,105061,Operations,89
325,William Hartman,104920,Operations,90
55,Maria Cruz,103697,Operations,91
48,Peter Moore,103561,Operations,92
98,Catherine Daniels,103366,Operations,93
564,Amy Brandt,102462,Operations,94
453,Connie White,100795,Operations,95
662,Andrea Nicholson,100751,Operations,96
584,Melissa Hernandez,100542,Operations,97
211,Mark Wilson,99320,Operations,98
539,Amanda Wade,98074,Operations,99
890,Taylor Hart,97095,Operations,100
268,Marissa Diaz,96796,Operations,101
413,Brittany Gonzalez,95930,Operations,102
857,Cheryl Potter,95615,Operations,103
847,Julie Morris,94623,Operations,104
982,Donna Knapp,94017,Operations,105
889,Ruth Singh,93910,Operations,106
557,Elizabeth Cooper,92451,Operations,107
355,Mary Lewis,92229,Operations,108
478,Dr. Justin Smith,92135,Operations,109
354,Rodney Williams,91463,Operations,110
519,Brian Wright,91457,Operations,111
204,Ms. Deborah Howard,90915,Operations,112
191,Derrick Moses,90361,Operations,113
774,Valerie Harris,89840,Operations,114
645,Jason Gray,89006,Operations,115
329,Joseph Lamb,88468,Operations,116
52,John Dickerson,86766,Operations,117
442,Eduardo Johnson,86712,Operations,118
736,Leon Lynch,84201,Operations,119
424,Timothy Wiggins,83977,Operations,120
769,William Duncan,83824,Operations,121
414,Jennifer Cox,83767,Operations,122
507,Marc Callahan,83632,Operations,123
585,Jerry Hernandez,83323,Operations,124
284,Dylan Wilson,82337,Operations,125
463,Jennifer Boyer,82259,Operations,126
117,Matthew Peters,81911,Operations,127
718,Anthony Garcia,81385,Operations,128
892,Kelly Kelly,80243,Operations,129
717,Alan York,79680,Operations,130
955,Steven Hart,79580,Operations,131
454,Anne Johnson,79449,Operations,132
445,Larry Gay,79274,Operations,133
86,Erik Davis,78808,Operations,134
82,Brian Estrada,78763,Operations,135
61,Julie Smith,78508,Operations,136
76,Meagan Douglas,78451,Operations,137
692,Michael Reyes,78034,Operations,138
647,David Martinez,77011,Operations,139
559,Jose Thompson,76305,Operations,140
501,Julie Hamilton,75420,Operations,141
880,Ashley Olson,74882,Operations,142
939,Amanda Clark,73452,Operations,143
966,George Taylor,72515,Operations,144
671,Darrell Williams,70545,Operations,145
551,Cassie Buckley MD,70468,Operations,146
973,Daniel Villegas,70001,Operations,147
1000,Mr. Kenneth Thomas II,69599,Operations,148
891,Laura Wilson,66219,Operations,149
606,Joseph Anderson,65657,Operations,150
361,Cody Bruce,64106,Operations,151
192,Alejandra Coleman,63004,Operations,152
883,Daniel Smith,61645,Operations,153
571,Thomas Abbott,61408,Operations,154
960,Melinda Peters,61348,Operations,155
978,Michael Sanders,61294,Operations,156
311,Alexis Jenkins,60982,Operations,157
586,Mariah Lopez,60195,Operations,158
456,Hailey Hernandez,60176,Operations,159
348,Erika Cooper,59070,Operations,160
259,Joseph Martinez,58959,Operations,161
995,Ryan West,58933,Operations,162
679,Austin Flores,57972,Operations,163
972,Megan Gonzalez,57959,Operations,164
753,Kathleen Duffy,57880,Operations,165
139,Nathan Campbell,57613,Operations,166
171,Joshua Simmons,57274,Operations,167
345,Summer Cooley,57253,Operations,168
425,Rebecca Harris,56840,Operations,169
731,Jennifer Sanders,56703,Operations,170
853,Mary Johnson,56131,Operations,171
577,David Miller,54311,Operations,172
712,Anna Jensen,53864,Operations,173
848,Kelly Brown,53751,Operations,174
496,Dawn Bradley,53578,Operations,175
983,Elizabeth Stein,53533,Operations,176
249,Christopher Villarreal,51469,Operations,177
745,Timothy Jones,51121,Operations,178
695,Jennifer Thomas,50902,Operations,179
613,Elizabeth Jordan,50426,Operations,180
730,Nicole Lamb,50356,Operations,181
93,Kimberly Gonzalez,49809,Operations,182
893,Stephanie Yoder,49180,Operations,183
861,Kristen Kim,48656,Operations,184
165,Melissa Ramos,48495,Operations,185
807,Amanda Matthews,48289,Operations,186
698,Hunter Baker,48063,Operations,187
416,Christopher Cabrera,47812,Operations,188
556,Michael Johnson,46793,Operations,189
819,Debra West,46499,Operations,190
223,Alice Anderson,45957,Operations,191
896,Emily Williams,45133,Operations,192
595,Paige Jackson,44916,Operations,193
114,Stephanie Maxwell,44889,Operations,194
279,David Walker,44493,Operations,195
902,Jeffrey Clark,43504,Operations,196
427,Mrs. Mary Jackson,43085,Operations,197
714,Timothy Gillespie,42026,Operations,198
216,Beth Leach,41358,Operations,199
96,David Pitts,41301,Operations,200
537,Peter Dodson,40878,Operations,201
517,Erin Brown,40817,Operations,202
